案件ID,行程,メンバー,所属,チーム,月,時間
PJ-2023-I,クライアント実装,EMP-I0027,自社,第1開発部,2024-03,133.0
PJ-2023-I,クライアント実装,EMP-I0028,自社,第1開発部,2024-03,110.0
PJ-2023-I,クライアント実装,EMP-I0029,自社,第1開発部,2024-03,125.6
PJ-2023-I,クライアント実装,EMP-I0030,自社,第1開発部,2024-03,93.9
PJ-2023-I,クライアント実装,EMP-I0031,自社,第1開発部,2024-03,47.3
PJ-2023-I,クライアント実装,EMP-I0035,自社,第1開発部,2024-03,173.0
PJ-2023-I,クライアント実装,EMP-I0036,自社,第1開発部,2024-03,95.8
PJ-2023-I,クライアント実装,EMP-I0041,自社,第2開発部,2024-03,63.6
PJ-2023-I,クライアント実装,PTA-I0049,協力会社A,開発支援チーム,2024-03,133.3
PJ-2023-I,クライアント実装,PTA-I0050,協力会社A,開発支援チーム,2024-03,120.6
PJ-2023-I,クライアント実装,PTA-I0052,協力会社A,開発支援チーム,2024-03,191.8
PJ-2023-I,クライアント実装,PTB-I0055,協力会社B,エンジニアリングチーム,2024-03,196.2
PJ-2023-I,クライアント実装,PTB-I0057,協力会社B,エンジニアリングチーム,2024-03,48.3
PJ-2023-I,クライアント実装,PTB-I0058,協力会社B,エンジニアリングチーム,2024-03,100.2
PJ-2023-I,クライアント実装,PTB-I0059,協力会社B,エンジニアリングチーム,2024-03,70.7
PJ-2023-I,クライアント実装,PTB-I0060,協力会社B,エンジニアリングチーム,2024-03,94.3
PJ-2023-I,ゲームバランス調整,EMP-I0009,自社,ゲームデザイン部,2024-03,50.2
PJ-2023-I,サーバ実装,EMP-I0034,自社,第1開発部,2024-03,140.7
PJ-2023-I,サーバ実装,EMP-I0035,自社,第1開発部,2024-03,137.7
PJ-2023-I,サーバ実装,EMP-I0039,自社,第2開発部,2024-03,119.1
PJ-2023-I,サーバ実装,PTA-I0047,協力会社A,開発支援チーム,2024-03,141.8
PJ-2023-I,サーバ実装,PTA-I0048,協力会社A,開発支援チーム,2024-03,91.4
PJ-2023-I,サーバ実装,PTA-I0050,協力会社A,開発支援チーム,2024-03,106.9
PJ-2023-I,サーバ実装,PTA-I0051,協力会社A,開発支援チーム,2024-03,130.0
PJ-2023-I,サーバ実装,PTA-I0052,協力会社A,開発支援チーム,2024-03,29.7
PJ-2023-I,シナリオ執筆,EMP-I0019,自社,ゲームデザイン部,2024-03,73.2
PJ-2023-I,ツール開発,EMP-I0027,自社,第1開発部,2024-03,68.9
PJ-2023-I,ツール開発,EMP-I0031,自社,第1開発部,2024-03,102.4
PJ-2023-I,ツール開発,EMP-I0032,自社,第1開発部,2024-03,52.6
PJ-2023-I,ツール開発,EMP-I0036,自社,第1開発部,2024-03,134.1
PJ-2023-I,ツール開発,EMP-I0041,自社,第2開発部,2024-03,147.2
PJ-2023-I,ツール開発,PTB-I0058,協力会社B,エンジニアリングチーム,2024-03,122.3
PJ-2023-I,デバッグ,PTC-I0137,協力会社C,デバッグチーム,2024-03,55.3
PJ-2023-I,デバッグ,PTC-I0142,協力会社C,デバッグチーム,2024-03,165.9
PJ-2023-I,デバッグ,PTC-I0144,協力会社C,デバッグチーム,2024-03,91.9
PJ-2023-I,デバッグ,PTC-I0148,協力会社C,デバッグチーム,2024-03,207.1
PJ-2023-I,デバッグ,PTC-I0150,協力会社C,デバッグチーム,2024-03,21.6
PJ-2023-I,デバッグ,PTC-I0151,協力会社C,デバッグチーム,2024-03,141.1
PJ-2023-I,デバッグ,PTC-I0153,協力会社C,デバッグチーム,2024-03,103.9
PJ-2023-I,デバッグ,PTC-I0158,協力会社C,デバッグチーム,2024-03,101.5
PJ-2023-I,バトルデザイン,EMP-I0011,自社,ゲームデザイン部,2024-03,92.7
PJ-2023-I,プロジェクト管理,EMP-I0162,自社,PMO,2024-03,80.1
PJ-2023-I,プロジェクト管理,EMP-I0163,自社,PMO,2024-03,172.4
PJ-2023-I,プロジェクト管理,EMP-I0165,自社,PMO,2024-03,123.3
PJ-2023-I,プロジェクト管理,EMP-I0166,自社,PMO,2024-03,107.2
PJ-2023-I,プロトタイプ制作,EMP-I0006,自社,企画部,2024-03,11.7
PJ-2023-I,ボイス収録,EMP-I0117,自社,サウンド部,2024-03,109.3
PJ-2023-I,レベルデザイン,EMP-I0010,自社,ゲームデザイン部,2024-03,97.0
PJ-2023-I,ローカライズQA,EMP-I0131,自社,QA部,2024-03,162.3
PJ-2023-I,ローカライズQA,PTC-I0136,協力会社C,デバッグチーム,2024-03,49.9
PJ-2023-I,企画書作成,EMP-I0004,自社,企画部,2024-03,4.3
PJ-2023-I,企画立案,EMP-I0008,自社,企画部,2024-03,9.6
PJ-2023-I,市場調査,EMP-I0002,自社,企画部,2024-03,4.9
PJ-2023-I,最適化,EMP-I0024,自社,第1開発部,2024-03,37.2
PJ-2023-I,最適化,EMP-I0027,自社,第1開発部,2024-03,173.3
PJ-2023-I,最適化,EMP-I0029,自社,第1開発部,2024-03,90.9
PJ-2023-I,最適化,EMP-I0030,自社,第1開発部,2024-03,64.1
PJ-2023-I,最適化,EMP-I0032,自社,第1開発部,2024-03,200.9
PJ-2023-I,最適化,EMP-I0035,自社,第1開発部,2024-03,125.1
PJ-2023-I,最適化,EMP-I0037,自社,第1開発部,2024-03,107.3
PJ-2023-I,最適化,EMP-I0043,自社,第2開発部,2024-03,70.5
PJ-2023-I,移植対応,EMP-I0032,自社,第1開発部,2024-03,119.0
PJ-2023-I,移植対応,EMP-I0033,自社,第1開発部,2024-03,94.3
PJ-2023-I,移植対応,EMP-I0034,自社,第1開発部,2024-03,86.4
PJ-2023-I,移植対応,EMP-I0040,自社,第2開発部,2024-03,91.9
PJ-2023-I,移植対応,PTA-I0045,協力会社A,開発支援チーム,2024-03,152.8
PJ-2023-I,移植対応,PTA-I0053,協力会社A,開発支援チーム,2024-03,108.9
PJ-2023-I,背景モデリング,EMP-I0065,自社,アート部,2024-03,159.4
PJ-2023-I,背景モデリング,EMP-I0066,自社,アート部,2024-03,137.5
PJ-2023-I,背景モデリング,PTB-I0077,協力会社B,3DCGチーム,2024-03,85.4
PJ-2023-I,背景モデリング,PTB-I0078,協力会社B,3DCGチーム,2024-03,180.3
PJ-2023-I,背景モデリング,PTB-I0097,協力会社B,3DCGチーム,2024-03,54.8
PJ-2023-I,背景モデリング,PTC-I0104,協力会社C,2Dアートチーム,2024-03,129.9
PJ-2023-I,背景モデリング,PTC-I0105,協力会社C,2Dアートチーム,2024-03,96.0
PJ-2023-I,背景モデリング,PTC-I0109,協力会社C,2Dアートチーム,2024-03,80.1
PJ-2023-I,進行管理,EMP-I0165,自社,PMO,2024-03,144.1
PJ-2023-I,進行管理,EMP-I0167,自社,PMO,2024-03,104.0
PJ-2023-I,2Dイラスト,PTB-I0077,協力会社B,3DCGチーム,2024-04,165.1
PJ-2023-I,2Dイラスト,PTB-I0082,協力会社B,3DCGチーム,2024-04,26.8
PJ-2023-I,2Dイラスト,PTB-I0091,協力会社B,3DCGチーム,2024-04,178.0
PJ-2023-I,2Dイラスト,PTC-I0108,協力会社C,2Dアートチーム,2024-04,121.1
PJ-2023-I,BGM制作,PTC-I0121,協力会社C,サウンドチーム,2024-04,56.4
PJ-2023-I,BGM制作,PTC-I0122,協力会社C,サウンドチーム,2024-04,145.9
PJ-2023-I,BGM制作,PTC-I0123,協力会社C,サウンドチーム,2024-04,78.6
PJ-2023-I,QA計画・進行,PTC-I0136,協力会社C,デバッグチーム,2024-04,72.6
PJ-2023-I,QA計画・進行,PTC-I0138,協力会社C,デバッグチーム,2024-04,188.4
PJ-2023-I,QA計画・進行,PTC-I0145,協力会社C,デバッグチーム,2024-04,147.0
PJ-2023-I,QA計画・進行,PTC-I0149,協力会社C,デバッグチーム,2024-04,82.1
PJ-2023-I,QA計画・進行,PTC-I0156,協力会社C,デバッグチーム,2024-04,86.0
PJ-2023-I,QA計画・進行,PTC-I0159,協力会社C,デバッグチーム,2024-04,123.3
PJ-2023-I,QA計画・進行,PTC-I0160,協力会社C,デバッグチーム,2024-04,58.3
PJ-2023-I,QA計画・進行,PTC-I0161,協力会社C,デバッグチーム,2024-04,70.7
PJ-2023-I,SE制作,EMP-I0115,自社,サウンド部,2024-04,111.9
PJ-2023-I,SE制作,PTC-I0122,協力会社C,サウンドチーム,2024-04,107.0
PJ-2023-I,UI/UX設計,EMP-I0009,自社,ゲームデザイン部,2024-04,30.0
PJ-2023-I,UIアート,EMP-I0068,自社,アート部,2024-04,138.8
PJ-2023-I,UIアート,PTB-I0082,協力会社B,3DCGチーム,2024-04,53.8
PJ-2023-I,UIアート,PTB-I0085,協力会社B,3DCGチーム,2024-04,69.2
PJ-2023-I,UIアート,PTB-I0090,協力会社B,3DCGチーム,2024-04,30.5
PJ-2023-I,UIアート,PTB-I0097,協力会社B,3DCGチーム,2024-04,220.8
PJ-2023-I,アニメーション,EMP-I0070,自社,アート部,2024-04,66.9
PJ-2023-I,アニメーション,PTB-I0079,協力会社B,3DCGチーム,2024-04,114.4
PJ-2023-I,アニメーション,PTB-I0091,協力会社B,3DCGチーム,2024-04,145.0
PJ-2023-I,アニメーション,PTB-I0097,協力会社B,3DCGチーム,2024-04,117.6
PJ-2023-I,アニメーション,PTC-I0099,協力会社C,2Dアートチーム,2024-04,34.2
PJ-2023-I,アニメーション,PTC-I0105,協力会社C,2Dアートチーム,2024-04,169.2
PJ-2023-I,エフェクト,EMP-I0069,自社,アート部,2024-04,87.3
PJ-2023-I,エフェクト,EMP-I0074,自社,アート部,2024-04,111.1
PJ-2023-I,エフェクト,PTB-I0078,協力会社B,3DCGチーム,2024-04,115.1
PJ-2023-I,エフェクト,PTB-I0091,協力会社B,3DCGチーム,2024-04,144.4
PJ-2023-I,エフェクト,PTC-I0111,協力会社C,2Dアートチーム,2024-04,81.5
PJ-2023-I,エンジン開発,EMP-I0024,自社,第1開発部,2024-04,28.3
PJ-2023-I,エンジン開発,EMP-I0025,自社,第1開発部,2024-04,108.6
PJ-2023-I,エンジン開発,EMP-I0028,自社,第1開発部,2024-04,122.4
PJ-2023-I,エンジン開発,EMP-I0030,自社,第1開発部,2024-04,42.7
PJ-2023-I,エンジン開発,EMP-I0031,自社,第1開発部,2024-04,184.7
PJ-2023-I,エンジン開発,EMP-I0038,自社,第2開発部,2024-04,104.5
PJ-2023-I,エンジン開発,PTA-I0045,協力会社A,開発支援チーム,2024-04,168.7
PJ-2023-I,キャラクターモデリング,EMP-I0063,自社,アート部,2024-04,266.0
PJ-2023-I,キャラクターモデリング,PTB-I0080,協力会社B,3DCGチーム,2024-04,100.0
PJ-2023-I,キャラクターモデリング,PTB-I0087,協力会社B,3DCGチーム,2024-04,17.5
PJ-2023-I,キャラクターモデリング,PTB-I0088,協力会社B,3DCGチーム,2024-04,145.7
PJ-2023-I,キャラクターモデリング,PTB-I0090,協力会社B,3DCGチーム,2024-04,69.2
PJ-2023-I,キャラクターモデリング,PTC-I0102,協力会社C,2Dアートチーム,2024-04,72.9
PJ-2023-I,キャラクターモデリング,PTC-I0103,協力会社C,2Dアートチーム,2024-04,55.0
PJ-2023-I,キャラクターモデリング,PTC-I0105,協力会社C,2Dアートチーム,2024-04,153.9
PJ-2023-I,キャラクターモデリング,PTC-I0111,協力会社C,2Dアートチーム,2024-04,119.8
PJ-2023-I,クライアント実装,EMP-I0026,自社,第1開発部,2024-04,131.5
PJ-2023-I,クライアント実装,EMP-I0027,自社,第1開発部,2024-04,82.6
PJ-2023-I,クライアント実装,EMP-I0028,自社,第1開発部,2024-04,135.3
PJ-2023-I,クライアント実装,EMP-I0031,自社,第1開発部,2024-04,144.5
PJ-2023-I,クライアント実装,EMP-I0032,自社,第1開発部,2024-04,50.4
PJ-2023-I,クライアント実装,EMP-I0035,自社,第1開発部,2024-04,53.5
PJ-2023-I,クライアント実装,EMP-I0036,自社,第1開発部,2024-04,120.7
PJ-2023-I,クライアント実装,EMP-I0042,自社,第2開発部,2024-04,174.6
PJ-2023-I,クライアント実装,EMP-I0043,自社,第2開発部,2024-04,116.2
PJ-2023-I,クライアント実装,PTA-I0044,協力会社A,開発支援チーム,2024-04,39.6
PJ-2023-I,クライアント実装,PTA-I0050,協力会社A,開発支援チーム,2024-04,253.9
PJ-2023-I,クライアント実装,PTA-I0052,協力会社A,開発支援チーム,2024-04,71.2
PJ-2023-I,クライアント実装,PTA-I0053,協力会社A,開発支援チーム,2024-04,164.4
PJ-2023-I,クライアント実装,PTB-I0054,協力会社B,エンジニアリングチーム,2024-04,55.7
PJ-2023-I,クライアント実装,PTB-I0058,協力会社B,エンジニアリングチーム,2024-04,98.6
PJ-2023-I,クライアント実装,PTB-I0059,協力会社B,エンジニアリングチーム,2024-04,55.6
PJ-2023-I,ゲームバランス調整,EMP-I0009,自社,ゲームデザイン部,2024-04,31.9
PJ-2023-I,サーバ実装,EMP-I0027,自社,第1開発部,2024-04,102.1
PJ-2023-I,サーバ実装,EMP-I0029,自社,第1開発部,2024-04,147.7
PJ-2023-I,サーバ実装,EMP-I0034,自社,第1開発部,2024-04,134.1
PJ-2023-I,サーバ実装,EMP-I0037,自社,第1開発部,2024-04,100.4
PJ-2023-I,サーバ実装,EMP-I0039,自社,第2開発部,2024-04,61.3
PJ-2023-I,サーバ実装,PTA-I0045,協力会社A,開発支援チーム,2024-04,126.3
PJ-2023-I,サーバ実装,PTB-I0055,協力会社B,エンジニアリングチーム,2024-04,48.5
PJ-2023-I,サーバ実装,PTB-I0060,協力会社B,エンジニアリングチーム,2024-04,120.8
PJ-2023-I,シナリオ執筆,EMP-I0013,自社,ゲームデザイン部,2024-04,40.9
PJ-2023-I,ツール開発,EMP-I0029,自社,第1開発部,2024-04,110.4
PJ-2023-I,ツール開発,EMP-I0031,自社,第1開発部,2024-04,221.5
PJ-2023-I,ツール開発,EMP-I0039,自社,第2開発部,2024-04,55.5
PJ-2023-I,ツール開発,PTA-I0044,協力会社A,開発支援チーム,2024-04,53.8
PJ-2023-I,ツール開発,PTA-I0048,協力会社A,開発支援チーム,2024-04,143.6
PJ-2023-I,デバッグ,EMP-I0127,自社,QA部,2024-04,105.0
PJ-2023-I,デバッグ,EMP-I0128,自社,QA部,2024-04,63.2
PJ-2023-I,デバッグ,EMP-I0129,自社,QA部,2024-04,124.9
PJ-2023-I,デバッグ,PTC-I0133,協力会社C,デバッグチーム,2024-04,98.7
PJ-2023-I,デバッグ,PTC-I0134,協力会社C,デバッグチーム,2024-04,82.3
PJ-2023-I,デバッグ,PTC-I0137,協力会社C,デバッグチーム,2024-04,109.8
PJ-2023-I,デバッグ,PTC-I0138,協力会社C,デバッグチーム,2024-04,102.2
PJ-2023-I,デバッグ,PTC-I0139,協力会社C,デバッグチーム,2024-04,250.4
PJ-2023-I,デバッグ,PTC-I0142,協力会社C,デバッグチーム,2024-04,136.9
PJ-2023-I,デバッグ,PTC-I0143,協力会社C,デバッグチーム,2024-04,94.9
PJ-2023-I,デバッグ,PTC-I0144,協力会社C,デバッグチーム,2024-04,88.2
PJ-2023-I,デバッグ,PTC-I0145,協力会社C,デバッグチーム,2024-04,79.3
PJ-2023-I,デバッグ,PTC-I0146,協力会社C,デバッグチーム,2024-04,95.2
PJ-2023-I,デバッグ,PTC-I0147,協力会社C,デバッグチーム,2024-04,158.9
PJ-2023-I,デバッグ,PTC-I0149,協力会社C,デバッグチーム,2024-04,148.3
PJ-2023-I,デバッグ,PTC-I0150,協力会社C,デバッグチーム,2024-04,71.3
PJ-2023-I,デバッグ,PTC-I0151,協力会社C,デバッグチーム,2024-04,67.0
PJ-2023-I,デバッグ,PTC-I0152,協力会社C,デバッグチーム,2024-04,223.7
PJ-2023-I,デバッグ,PTC-I0153,協力会社C,デバッグチーム,2024-04,53.4
PJ-2023-I,デバッグ,PTC-I0154,協力会社C,デバッグチーム,2024-04,114.5
PJ-2023-I,デバッグ,PTC-I0155,協力会社C,デバッグチーム,2024-04,35.2
PJ-2023-I,デバッグ,PTC-I0156,協力会社C,デバッグチーム,2024-04,118.0
PJ-2023-I,デバッグ,PTC-I0158,協力会社C,デバッグチーム,2024-04,52.1
PJ-2023-I,デバッグ,PTC-I0159,協力会社C,デバッグチーム,2024-04,184.8
PJ-2023-I,デバッグ,PTC-I0161,協力会社C,デバッグチーム,2024-04,139.4
PJ-2023-I,バトルデザイン,EMP-I0019,自社,ゲームデザイン部,2024-04,44.3
PJ-2023-I,プロジェクト管理,EMP-I0163,自社,PMO,2024-04,64.9
PJ-2023-I,プロジェクト管理,EMP-I0164,自社,PMO,2024-04,155.0
PJ-2023-I,プロジェクト管理,EMP-I0166,自社,PMO,2024-04,142.6
PJ-2023-I,プロジェクト管理,EMP-I0167,自社,PMO,2024-04,39.7
PJ-2023-I,ボイス収録,EMP-I0115,自社,サウンド部,2024-04,129.5
PJ-2023-I,レベルデザイン,EMP-I0019,自社,ゲームデザイン部,2024-04,58.1
PJ-2023-I,ローカライズQA,PTC-I0136,協力会社C,デバッグチーム,2024-04,127.7
PJ-2023-I,ローカライズQA,PTC-I0141,協力会社C,デバッグチーム,2024-04,39.9
PJ-2023-I,ローカライズQA,PTC-I0143,協力会社C,デバッグチーム,2024-04,131.5
PJ-2023-I,ローカライズQA,PTC-I0155,協力会社C,デバッグチーム,2024-04,148.8
PJ-2023-I,ローカライズQA,PTC-I0159,協力会社C,デバッグチーム,2024-04,122.9
PJ-2023-I,最適化,EMP-I0024,自社,第1開発部,2024-04,178.4
PJ-2023-I,最適化,EMP-I0027,自社,第1開発部,2024-04,40.0
PJ-2023-I,最適化,EMP-I0033,自社,第1開発部,2024-04,64.0
PJ-2023-I,最適化,EMP-I0036,自社,第1開発部,2024-04,113.3
PJ-2023-I,最適化,PTA-I0044,協力会社A,開発支援チーム,2024-04,172.3
PJ-2023-I,最適化,PTA-I0052,協力会社A,開発支援チーム,2024-04,161.5
PJ-2023-I,最適化,PTA-I0053,協力会社A,開発支援チーム,2024-04,115.0
PJ-2023-I,最適化,PTB-I0058,協力会社B,エンジニアリングチーム,2024-04,37.0
PJ-2023-I,移植対応,EMP-I0026,自社,第1開発部,2024-04,80.5
PJ-2023-I,移植対応,EMP-I0027,自社,第1開発部,2024-04,79.5
PJ-2023-I,移植対応,EMP-I0028,自社,第1開発部,2024-04,93.7
PJ-2023-I,移植対応,EMP-I0032,自社,第1開発部,2024-04,138.9
PJ-2023-I,移植対応,PTA-I0053,協力会社A,開発支援チーム,2024-04,209.5
PJ-2023-I,背景モデリング,EMP-I0062,自社,アート部,2024-04,35.3
PJ-2023-I,背景モデリング,EMP-I0068,自社,アート部,2024-04,103.3
PJ-2023-I,背景モデリング,EMP-I0074,自社,アート部,2024-04,169.3
PJ-2023-I,背景モデリング,PTB-I0088,協力会社B,3DCGチーム,2024-04,92.9
PJ-2023-I,背景モデリング,PTB-I0089,協力会社B,3DCGチーム,2024-04,103.3
PJ-2023-I,背景モデリング,PTB-I0093,協力会社B,3DCGチーム,2024-04,174.3
PJ-2023-I,背景モデリング,PTB-I0094,協力会社B,3DCGチーム,2024-04,116.5
PJ-2023-I,背景モデリング,PTC-I0105,協力会社C,2Dアートチーム,2024-04,133.9
PJ-2023-I,背景モデリング,PTC-I0106,協力会社C,2Dアートチーム,2024-04,62.6
PJ-2023-I,進行管理,EMP-I0165,自社,PMO,2024-04,165.8
PJ-2023-I,進行管理,EMP-I0167,自社,PMO,2024-04,49.7
PJ-2023-I,2Dイラスト,EMP-I0074,自社,アート部,2024-05,112.0
PJ-2023-I,2Dイラスト,PTB-I0087,協力会社B,3DCGチーム,2024-05,115.5
PJ-2023-I,BGM制作,PTC-I0122,協力会社C,サウンドチーム,2024-05,138.6
PJ-2023-I,QA計画・進行,PTC-I0139,協力会社C,デバッグチーム,2024-05,127.0
PJ-2023-I,QA計画・進行,PTC-I0151,協力会社C,デバッグチーム,2024-05,107.1
PJ-2023-I,QA計画・進行,PTC-I0152,協力会社C,デバッグチーム,2024-05,127.9
PJ-2023-I,QA計画・進行,PTC-I0155,協力会社C,デバッグチーム,2024-05,126.3
PJ-2023-I,SE制作,EMP-I0115,自社,サウンド部,2024-05,105.8
PJ-2023-I,UI/UX設計,PTA-I0021,協力会社A,GDチーム,2024-05,6.3
PJ-2023-I,UIアート,PTB-I0082,協力会社B,3DCGチーム,2024-05,151.3
PJ-2023-I,UIアート,PTB-I0098,協力会社B,3DCGチーム,2024-05,70.8
PJ-2023-I,アニメーション,PTB-I0079,協力会社B,3DCGチーム,2024-05,135.8
PJ-2023-I,アニメーション,PTB-I0086,協力会社B,3DCGチーム,2024-05,119.7
PJ-2023-I,アニメーション,PTB-I0095,協力会社B,3DCGチーム,2024-05,101.6
PJ-2023-I,エフェクト,PTC-I0107,協力会社C,2Dアートチーム,2024-05,74.2
PJ-2023-I,エフェクト,PTC-I0113,協力会社C,2Dアートチーム,2024-05,171.6
PJ-2023-I,エンジン開発,EMP-I0037,自社,第1開発部,2024-05,159.6
PJ-2023-I,エンジン開発,EMP-I0041,自社,第2開発部,2024-05,70.0
PJ-2023-I,エンジン開発,PTA-I0044,協力会社A,開発支援チーム,2024-05,111.5
PJ-2023-I,キャラクターモデリング,EMP-I0061,自社,アート部,2024-05,186.9
PJ-2023-I,キャラクターモデリング,PTB-I0084,協力会社B,3DCGチーム,2024-05,75.4
PJ-2023-I,キャラクターモデリング,PTB-I0085,協力会社B,3DCGチーム,2024-05,53.0
PJ-2023-I,キャラクターモデリング,PTC-I0108,協力会社C,2Dアートチーム,2024-05,97.5
PJ-2023-I,クライアント実装,EMP-I0028,自社,第1開発部,2024-05,140.3
PJ-2023-I,クライアント実装,EMP-I0035,自社,第1開発部,2024-05,99.7
PJ-2023-I,クライアント実装,EMP-I0036,自社,第1開発部,2024-05,159.0
PJ-2023-I,クライアント実装,EMP-I0040,自社,第2開発部,2024-05,69.3
PJ-2023-I,クライアント実装,EMP-I0043,自社,第2開発部,2024-05,158.3
PJ-2023-I,クライアント実装,PTA-I0044,協力会社A,開発支援チーム,2024-05,73.2
PJ-2023-I,クライアント実装,PTA-I0048,協力会社A,開発支援チーム,2024-05,48.3
PJ-2023-I,ゲームバランス調整,EMP-I0013,自社,ゲームデザイン部,2024-05,6.8
PJ-2023-I,サーバ実装,EMP-I0026,自社,第1開発部,2024-05,101.3
PJ-2023-I,サーバ実装,EMP-I0033,自社,第1開発部,2024-05,121.7
PJ-2023-I,サーバ実装,PTA-I0050,協力会社A,開発支援チーム,2024-05,103.1
PJ-2023-I,サーバ実装,PTB-I0058,協力会社B,エンジニアリングチーム,2024-05,76.9
PJ-2023-I,シナリオ執筆,EMP-I0013,自社,ゲームデザイン部,2024-05,10.4
PJ-2023-I,ツール開発,EMP-I0036,自社,第1開発部,2024-05,136.0
PJ-2023-I,ツール開発,PTA-I0050,協力会社A,開発支援チーム,2024-05,103.9
PJ-2023-I,デバッグ,EMP-I0126,自社,QA部,2024-05,65.1
PJ-2023-I,デバッグ,EMP-I0130,自社,QA部,2024-05,87.9
PJ-2023-I,デバッグ,PTC-I0137,協力会社C,デバッグチーム,2024-05,122.6
PJ-2023-I,デバッグ,PTC-I0139,協力会社C,デバッグチーム,2024-05,172.0
PJ-2023-I,デバッグ,PTC-I0145,協力会社C,デバッグチーム,2024-05,39.3
PJ-2023-I,デバッグ,PTC-I0146,協力会社C,デバッグチーム,2024-05,191.0
PJ-2023-I,デバッグ,PTC-I0149,協力会社C,デバッグチーム,2024-05,215.6
PJ-2023-I,デバッグ,PTC-I0153,協力会社C,デバッグチーム,2024-05,90.9
PJ-2023-I,デバッグ,PTC-I0156,協力会社C,デバッグチーム,2024-05,94.6
PJ-2023-I,デバッグ,PTC-I0159,協力会社C,デバッグチーム,2024-05,103.3
PJ-2023-I,デバッグ,PTC-I0160,協力会社C,デバッグチーム,2024-05,61.5
PJ-2023-I,バトルデザイン,EMP-I0009,自社,ゲームデザイン部,2024-05,11.9
PJ-2023-I,プロジェクト管理,EMP-I0163,自社,PMO,2024-05,37.1
PJ-2023-I,プロジェクト管理,EMP-I0164,自社,PMO,2024-05,158.9
PJ-2023-I,ボイス収録,PTC-I0121,協力会社C,サウンドチーム,2024-05,69.8
PJ-2023-I,レベルデザイン,EMP-I0016,自社,ゲームデザイン部,2024-05,13.8
PJ-2023-I,ローカライズQA,PTC-I0139,協力会社C,デバッグチーム,2024-05,87.3
PJ-2023-I,ローカライズQA,PTC-I0150,協力会社C,デバッグチーム,2024-05,129.0
PJ-2023-I,ローカライズQA,PTC-I0161,協力会社C,デバッグチーム,2024-05,94.7
PJ-2023-I,最適化,EMP-I0038,自社,第2開発部,2024-05,66.4
PJ-2023-I,最適化,PTB-I0055,協力会社B,エンジニアリングチーム,2024-05,147.1
PJ-2023-I,最適化,PTB-I0059,協力会社B,エンジニアリングチーム,2024-05,97.5
PJ-2023-I,移植対応,EMP-I0031,自社,第1開発部,2024-05,94.5
PJ-2023-I,移植対応,PTB-I0059,協力会社B,エンジニアリングチーム,2024-05,134.6
PJ-2023-I,背景モデリング,EMP-I0063,自社,アート部,2024-05,105.9
PJ-2023-I,背景モデリング,EMP-I0069,自社,アート部,2024-05,130.2
PJ-2023-I,背景モデリング,PTB-I0087,協力会社B,3DCGチーム,2024-05,175.6
PJ-2023-I,背景モデリング,PTB-I0096,協力会社B,3DCGチーム,2024-05,47.4
PJ-2023-I,進行管理,EMP-I0167,自社,PMO,2024-05,82.3
PJ-2023-I,2Dイラスト,PTB-I0078,協力会社B,3DCGチーム,2024-06,63.2
PJ-2023-I,2Dイラスト,PTB-I0084,協力会社B,3DCGチーム,2024-06,109.9
PJ-2023-I,BGM制作,EMP-I0118,自社,サウンド部,2024-06,113.3
PJ-2023-I,QA計画・進行,PTC-I0137,協力会社C,デバッグチーム,2024-06,85.4
PJ-2023-I,QA計画・進行,PTC-I0139,協力会社C,デバッグチーム,2024-06,135.1
PJ-2023-I,QA計画・進行,PTC-I0146,協力会社C,デバッグチーム,2024-06,63.7
PJ-2023-I,QA計画・進行,PTC-I0153,協力会社C,デバッグチーム,2024-06,109.1
PJ-2023-I,SE制作,EMP-I0119,自社,サウンド部,2024-06,88.7
PJ-2023-I,UI/UX設計,EMP-I0015,自社,ゲームデザイン部,2024-06,6.3
PJ-2023-I,UIアート,PTB-I0083,協力会社B,3DCGチーム,2024-06,107.9
PJ-2023-I,UIアート,PTC-I0110,協力会社C,2Dアートチーム,2024-06,75.2
PJ-2023-I,アニメーション,EMP-I0072,自社,アート部,2024-06,76.2
PJ-2023-I,アニメーション,PTC-I0111,協力会社C,2Dアートチーム,2024-06,164.3
PJ-2023-I,エフェクト,EMP-I0065,自社,アート部,2024-06,109.7
PJ-2023-I,エフェクト,PTC-I0105,協力会社C,2Dアートチーム,2024-06,66.4
PJ-2023-I,エンジン開発,EMP-I0039,自社,第2開発部,2024-06,85.6
PJ-2023-I,エンジン開発,PTA-I0049,協力会社A,開発支援チーム,2024-06,91.5
PJ-2023-I,エンジン開発,PTA-I0051,協力会社A,開発支援チーム,2024-06,98.8
PJ-2023-I,キャラクターモデリング,PTB-I0078,協力会社B,3DCGチーム,2024-06,124.5
PJ-2023-I,キャラクターモデリング,PTB-I0088,協力会社B,3DCGチーム,2024-06,83.7
PJ-2023-I,キャラクターモデリング,PTB-I0090,協力会社B,3DCGチーム,2024-06,142.2
PJ-2023-I,クライアント実装,EMP-I0026,自社,第1開発部,2024-06,80.3
PJ-2023-I,クライアント実装,EMP-I0034,自社,第1開発部,2024-06,52.3
PJ-2023-I,クライアント実装,EMP-I0039,自社,第2開発部,2024-06,157.8
PJ-2023-I,クライアント実装,PTA-I0052,協力会社A,開発支援チーム,2024-06,156.8
PJ-2023-I,クライアント実装,PTB-I0057,協力会社B,エンジニアリングチーム,2024-06,109.8
